#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
IDN,Indonesia,174306,Fossil fuel energy consumption (% of total energy consumption),65.56434565,2014
IDN,Indonesia,174406,Carbon dioxide emissions (kg per 2011 PPP $ of GDP),0.181880149,2014
IDN,Indonesia,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",38.14,2014
IDN,Indonesia,175506,"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",61.6,2014
IDN,Indonesia,175706,Women with account at financial institution or with mobile money-service provider (% of female population ages 15 and older),37.46403503,2014
IDN,Indonesia,178306,Gross capital formation (% of GDP),34.60034391,2014
IDN,Indonesia,179406,Skilled labour force (% of labour force),36.4,2014
IDN,Indonesia,179706,Ratio of education and health expenditure to military expenditure,8.649900486,2014
IDN,Indonesia,181706,Rural population with access to electricity (%),94.29,2014
IDN,Indonesia,181806,Current health expenditure (% of GDP),3.44036,2014
IDN,Indonesia,182206,"Tuberculosis incidence (per 100,000 people)",399,2014
IDN,Indonesia,23806,Population with at least some secondary education (% ages 25 and older),46.35662333,2013
IDN,Indonesia,23906,"Population with at least some secondary education, female (% ages 25 and older)",41.90357667,2013
IDN,Indonesia,24006,"Population with at least some secondary education, male (% ages 25 and older)",50.89544667,2013
IDN,Indonesia,24106,"Mean years of schooling, female (years)",7.2366,2013
IDN,Indonesia,24206,"Mean years of schooling, male (years)",8.246,2013
IDN,Indonesia,27706,"Carbon dioxide emissions, per capita (tonnes)",1.945094474,2013
IDN,Indonesia,31706,Share of seats in parliament (% held by women),18.57142857,2013
IDN,Indonesia,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",49.7507,2013
IDN,Indonesia,43006,Vulnerable employment (% of total employment),50.1,2013
IDN,Indonesia,43606,"Internet users, total (% of population)",14.94,2013
IDN,Indonesia,44206,Total population (millions),252.032263,2013
IDN,Indonesia,45106,Urban population (%),52,2013
IDN,Indonesia,46006,Mobile phone subscriptions (per 100 people),124.28,2013
IDN,Indonesia,46106,Primary school dropout rate (% of primary school cohort),18.05865,2013
IDN,Indonesia,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",16.09408,2013
IDN,Indonesia,48706,"Labour force participation rate (% ages 15 and older), female",50.6,2013
IDN,Indonesia,48806,"Labour force participation rate (% ages 15 and older), male",84.1,2013
IDN,Indonesia,52306,Research and development expenditure (% of GDP),0.08466,2013
IDN,Indonesia,52606,"Remittances, inflows (% of GDP)",0.834435,2013
IDN,Indonesia,53506,"Foreign direct investment, net inflows (% of GDP)",2.55136,2013
IDN,Indonesia,57206,"Mortality rate, infant (per 1,000 live births)",24.6,2013
IDN,Indonesia,57506,"Mortality rate, under-five (per 1,000 live births)",29.4,2013
IDN,Indonesia,57806,"Mortality rate, female adult (per 1,000 people)",150.122,2013
IDN,Indonesia,57906,"Mortality rate, male adult (per 1,000 people)",208.417,2013
IDN,Indonesia,58006,"HIV prevalence, adult (% ages 15-49)",0.4,2013
IDN,Indonesia,61006,"Homicide rate (per 100,000 people)",0.5499,2013
IDN,Indonesia,63106,Population ages 15–64 (millions),168.073,2013
IDN,Indonesia,63206,"Gross enrolment ratio, primary (% of primary school-age population)",106.1295,2013
IDN,Indonesia,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",82.94937,2013
IDN,Indonesia,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",29.46726,2013
IDN,Indonesia,64306,"Infants lacking immunization, measles (% of one-year-olds)",19,2013
IDN,Indonesia,64406,"Infants lacking immunization, DPT (% of one-year-olds)",4,2013
IDN,Indonesia,65606,Gross fixed capital formation (% of GDP),31.96577957,2013
IDN,Indonesia,68606,Gender Inequality Index (GII),0.470924567,2013
IDN,Indonesia,69206,Life expectancy at birth (years),68.684,2013
IDN,Indonesia,69706,Expected years of schooling (years),12.80306,2013
IDN,Indonesia,71406,Inequality-adjusted education index,0.47182072,2013
IDN,Indonesia,71506,Inequality-adjusted life expectancy index,0.626151138,2013
IDN,Indonesia,71606,Inequality-adjusted income index,0.564311615,2013
IDN,Indonesia,73506,Overall loss in HDI due to inequality (%),19.15451373,2013
IDN,Indonesia,89006,"Maternal mortality ratio (deaths per 100,000 live births)",140,2013
IDN,Indonesia,99106,Net official development assistance received (% of GNI),0.007848,2013
IDN,Indonesia,100806,Forest area (% of total land area),50.99377888,2013
IDN,Indonesia,101606,Inequality in education (%),23.2,2013
IDN,Indonesia,101706,Inequality in income (%),17.7,2013
IDN,Indonesia,101806,Inequality in life expectancy (%),16.4,2013
IDN,Indonesia,103006,Mean years of schooling (years),7.76128022,2013
IDN,Indonesia,103206,Life expectancy index,0.748984615,2013
IDN,Indonesia,103606,Income index,0.685676325,2013
IDN,Indonesia,103706,Education index,0.614349896,2013
IDN,Indonesia,110906,"Unemployment, youth (% ages 15–24)",15.2,2013
IDN,Indonesia,111106,International inbound tourists (thousands),8802,2013
IDN,Indonesia,111306,Private capital flows (% of GDP),-2.525156,2013
IDN,Indonesia,120606,"Life expectancy at birth, female (years)",70.811,2013
IDN,Indonesia,121106,"Life expectancy at birth, male (years)",66.68,2013
IDN,Indonesia,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),42.486,2013
IDN,Indonesia,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),7.468,2013
IDN,Indonesia,123306,"Expected years of schooling, female (years)",12.8268,2013
IDN,Indonesia,123406,"Expected years of schooling, male (years)",12.7798,2013
IDN,Indonesia,123506,"Estimated gross national income per capita, female (2011 PPP $)",6085.649456,2013
IDN,Indonesia,123606,"Estimated gross national income per capita, male (2011 PPP $)",12585.1548,2013
IDN,Indonesia,127606,Domestic credit provided by financial sector (% of GDP),43.42926373,2013
IDN,Indonesia,132706,Population ages 65 and older (millions),12.55184,2013
IDN,Indonesia,132806,Population under age 5 (millions),24.2494,2013
IDN,Indonesia,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",52.86994,2013
IDN,Indonesia,133206,Exports and imports (% of GDP),48.6374,2013
IDN,Indonesia,135006,Coefficient of human inequality,19.1,2013
IDN,Indonesia,136706,GDP per capita (2011 PPP $),9643.27483,2013
IDN,Indonesia,136906,"Human Development Index (HDI), female",0.650782489,2013
IDN,Indonesia,137006,"Human Development Index (HDI), male",0.703430132,2013
IDN,Indonesia,137506,Human Development Index (HDI),0.680773456,2013
IDN,Indonesia,137906,Gender Development Index (GDI),0.925155833,2013
IDN,Indonesia,138806,Inequality-adjusted HDI (IHDI),0.550374611,2013
IDN,Indonesia,140606,"Unemployment, total (% of labour force)",4.3,2013
IDN,Indonesia,141706,Gross national income (GNI) per capita (2011 PPP $),9361.844879,2013
IDN,Indonesia,143306,"Gross domestic product (GDP), total (2011 PPP $ billions)",2430.416378,2013
IDN,Indonesia,147906,Youth not in school or employment (% ages 15-24),22.89,2013
IDN,Indonesia,148206,Labour force participation rate (% ages 15 and older),67.4,2013
IDN,Indonesia,148306,Employment to population ratio (% ages 15 and older),64.4,2013
IDN,Indonesia,149206,Government expenditure on education (% of GDP),3.359040022,2013
IDN,Indonesia,150606,Employment in agriculture (% of total employment),35,2013
IDN,Indonesia,150706,Employment in services (% of total employment),44.1,2013
IDN,Indonesia,153706,Working poor at PPP$3.10 a day (% of total employment),37.7,2013
IDN,Indonesia,163906,Renewable energy consumption (% of total final energy consumption),38.10645359,2013
IDN,Indonesia,164406,Adjusted net savings (% of GNI),9.772794551,2013
IDN,Indonesia,169706,Total unemployment rate (female to male ratio),0.977272727,2013
IDN,Indonesia,169806,Youth unemployment rate (female to male ratio),1.013333333,2013
IDN,Indonesia,170006,Concentration index (exports) (value),0.156945162,2013
IDN,Indonesia,174206,"Total debt service (% of exports of goods, services and primary income)",20.35670156,2013
IDN,Indonesia,174306,Fossil fuel energy consumption (% of total energy consumption),65.27942288,2013
IDN,Indonesia,174406,Carbon dioxide emissions (kg per 2011 PPP $ of GDP),0.201704764,2013
IDN,Indonesia,175006,Female share of employment in senior and middle management (%),16.6,2013
IDN,Indonesia,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",38.14,2013
IDN,Indonesia,175206,"Antenatal care coverage, at least one visit (%)",95.4,2013
IDN,Indonesia,175506,"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",62,2013
IDN,Indonesia,178306,Gross capital formation (% of GDP),33.83135679,2013
IDN,Indonesia,179406,Skilled labour force (% of labour force),35.1,2013
IDN,Indonesia,179706,Ratio of education and health expenditure to military expenditure,7.324718048,2013
IDN,Indonesia,181206,Proportion of births attended by skilled health personnel (%),87.4,2013
IDN,Indonesia,181706,Rural population with access to electricity (%),93.27557792,2013
IDN,Indonesia,181806,Current health expenditure (% of GDP),3.37069,2013
IDN,Indonesia,182206,"Tuberculosis incidence (per 100,000 people)",403,2013
IDN,Indonesia,23806,Population with at least some secondary education (% ages 25 and older),45.41932667,2012
IDN,Indonesia,23906,"Population with at least some secondary education, female (% ages 25 and older)",40.87870333,2012
IDN,Indonesia,24006,"Population with at least some secondary education, male (% ages 25 and older)",50.05238333,2012
IDN,Indonesia,24106,"Mean years of schooling, female (years)",7.0748,2012
IDN,Indonesia,24206,"Mean years of schooling, male (years)",8.124,2012
IDN,Indonesia,27706,"Carbon dioxide emissions, per capita (tonnes)",2.559750233,2012
IDN,Indonesia,31706,Share of seats in parliament (% held by women),18.57142857,2012
IDN,Indonesia,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",50.1638,2012
IDN,Indonesia,38406,Multidimensional poverty index (MPI),0.02932,2012
IDN,Indonesia,38506,"Population in multidimensional poverty, intensity of deprivation (%)",40.4602,2012
IDN,Indonesia,38606,"Population in multidimensional poverty, headcount (%)",7.24661,2012
IDN,Indonesia,43006,Vulnerable employment (% of total employment),51.3,2012
IDN,Indonesia,43606,"Internet users, total (% of population)",14.52,2012
IDN,Indonesia,44206,Total population (millions),248.883232,2012
IDN,Indonesia,45106,Urban population (%),51.3,2012
IDN,Indonesia,46006,Mobile phone subscriptions (per 100 people),113.292,2012
IDN,Indonesia,46106,Primary school dropout rate (% of primary school cohort),18.19804,2012
IDN,Indonesia,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",18.59225,2012
IDN,Indonesia,48706,"Labour force participation rate (% ages 15 and older), female",51,2012
IDN,Indonesia,48806,"Labour force participation rate (% ages 15 and older), male",84.1,2012
IDN,Indonesia,52606,"Remittances, inflows (% of GDP)",0.785754,2012
IDN,Indonesia,53506,"Foreign direct investment, net inflows (% of GDP)",2.30978,2012
IDN,Indonesia,57206,"Mortality rate, infant (per 1,000 live births)",25.5,2012
IDN,Indonesia,57506,"Mortality rate, under-five (per 1,000 live births)",30.6,2012
IDN,Indonesia,57806,"Mortality rate, female adult (per 1,000 people)",152.351,2012
IDN,Indonesia,57906,"Mortality rate, male adult (per 1,000 people)",209.894,2012
IDN,Indonesia,58006,"HIV prevalence, adult (% ages 15-49)",0.4,2012
IDN,Indonesia,61006,"Homicide rate (per 100,000 people)",0.585,2012
IDN,Indonesia,63106,Population ages 15–64 (millions),165.645,2012
IDN,Indonesia,63206,"Gross enrolment ratio, primary (% of primary school-age population)",109.32771,2012
IDN,Indonesia,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",79.91576,2012
IDN,Indonesia,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",28.69834,2012
IDN,Indonesia,64306,"Infants lacking immunization, measles (% of one-year-olds)",18,2012
IDN,Indonesia,64406,"Infants lacking immunization, DPT (% of one-year-olds)",3,2012
IDN,Indonesia,65606,Gross fixed capital formation (% of GDP),32.71962807,2012
IDN,Indonesia,68606,Gender Inequality Index (GII),0.475093949,2012
IDN,Indonesia,69206,Life expectancy at birth (years),68.509,2012
IDN,Indonesia,69706,Expected years of schooling (years),12.75949,2012
IDN,Indonesia,71406,Inequality-adjusted education index,0.483454629,2012
IDN,Indonesia,71506,Inequality-adjusted life expectancy index,0.6209152,2012
IDN,Indonesia,71606,Inequality-adjusted income index,0.559348468,2012
IDN,Indonesia,73506,Overall loss in HDI due to inequality (%),18.31441761,2012
IDN,Indonesia,89006,"Maternal mortality ratio (deaths per 100,000 live births)",148,2012
IDN,Indonesia,99106,Net official development assistance received (% of GNI),0.007737,2012
IDN,Indonesia,100806,Forest area (% of total land area),51.37157272,2012
IDN,Indonesia,101006,Population in severe multidimensional poverty (%),1.2356,2012
IDN,Indonesia,101606,Inequality in education (%),20.4,2012
IDN,Indonesia,101706,Inequality in income (%),17.7,2012
IDN,Indonesia,101806,Inequality in life expectancy (%),16.8,2012
IDN,Indonesia,102006,"Population in multidimensional poverty, headcount (thousands) (for the year of the survey)",18035.6,2012
IDN,Indonesia,103006,Mean years of schooling (years),7.5877435,2012
IDN,Indonesia,103206,Life expectancy index,0.746292308,2012
IDN,Indonesia,103606,Income index,0.679645769,2012
IDN,Indonesia,103706,Education index,0.607355061,2012
IDN,Indonesia,110906,"Unemployment, youth (% ages 15–24)",15,2012
IDN,Indonesia,111106,International inbound tourists (thousands),8044,2012
IDN,Indonesia,111306,Private capital flows (% of GDP),-2.573848,2012
IDN,Indonesia,117806,MPI 2018: Contribution of Education,29.1252,2012
IDN,Indonesia,117906,MPI 2018: Contribution of Health,25.2691,2012
IDN,Indonesia,118006,MPI 2018: Contribution of standard of living,45.6057,2012
IDN,Indonesia,120606,"Life expectancy at birth, female (years)",70.635,2012
IDN,Indonesia,121106,"Life expectancy at birth, male (years)",66.501,2012
IDN,Indonesia,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),42.827,2012
IDN,Indonesia,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),7.425,2012
IDN,Indonesia,123306,"Expected years of schooling, female (years)",12.8891,2012
IDN,Indonesia,123406,"Expected years of schooling, male (years)",12.6359,2012
IDN,Indonesia,123506,"Estimated gross national income per capita, female (2011 PPP $)",5925.744761,2012
IDN,Indonesia,123606,"Estimated gross national income per capita, male (2011 PPP $)",12013.77896,2012
IDN,Indonesia,127606,Domestic credit provided by financial sector (% of GDP),40.76803287,2012
IDN,Indonesia,132706,Population ages 65 and older (millions),12.29853,2012
IDN,Indonesia,132806,Population under age 5 (millions),23.9352,2012
IDN,Indonesia,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",48.77267,2012
IDN,Indonesia,133206,Exports and imports (% of GDP),49.5829,2012
IDN,Indonesia,135006,Coefficient of human inequality,18.3,2012
IDN,Indonesia,136706,GDP per capita (2011 PPP $),9251.175537,2012
IDN,Indonesia,136906,"Human Development Index (HDI), female",0.647256034,2012
IDN,Indonesia,137006,"Human Development Index (HDI), male",0.697316433,2012
IDN,Indonesia,137506,Human Development Index (HDI),0.675374635,2012
IDN,Indonesia,137906,Gender Development Index (GDI),0.928209925,2012
IDN,Indonesia,138806,Inequality-adjusted HDI (IHDI),0.551683704,2012
IDN,Indonesia,140606,"Unemployment, total (% of labour force)",4.5,2012
IDN,Indonesia,141706,Gross national income (GNI) per capita (2011 PPP $),8995.456847,2012
IDN,Indonesia,142506,Population vulnerable to multidimensional poverty (%),9.10254,2012
IDN,Indonesia,143306,"Gross domestic product (GDP), total (2011 PPP $ billions)",2302.462467,2012
IDN,Indonesia,147206,International student mobility (% of total tertiary enrolment),-0.46725,2012
IDN,Indonesia,147906,Youth not in school or employment (% ages 15-24),22.95,2012
IDN,Indonesia,148206,Labour force participation rate (% ages 15 and older),67.6,2012
IDN,Indonesia,148306,Employment to population ratio (% ages 15 and older),64.5,2012
IDN,Indonesia,149206,Government expenditure on education (% of GDP),3.407480001,2012
IDN,Indonesia,150606,Employment in agriculture (% of total employment),35.9,2012
IDN,Indonesia,150706,Employment in services (% of total employment),43,2012
IDN,Indonesia,153706,Working poor at PPP$3.10 a day (% of total employment),40.6,2012
IDN,Indonesia,163906,Renewable energy consumption (% of total final energy consumption),38.23365734,2012
IDN,Indonesia,164406,Adjusted net savings (% of GNI),10.68549889,2012
IDN,Indonesia,169706,Total unemployment rate (female to male ratio),1.11627907,2012
IDN,Indonesia,169806,Youth unemployment rate (female to male ratio),1.020408163,2012
IDN,Indonesia,170006,Concentration index (exports) (value),0.169772276,2012
IDN,Indonesia,174206,"Total debt service (% of exports of goods, services and primary income)",16.80529982,2012
IDN,Indonesia,174306,Fossil fuel energy consumption (% of total energy consumption),65.1019825,2012
IDN,Indonesia,174406,Carbon dioxide emissions (kg per 2011 PPP $ of GDP),0.276694591,2012
IDN,Indonesia,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",37.97,2012
IDN,Indonesia,175206,"Antenatal care coverage, at least one visit (%)",95.7,2012
IDN,Indonesia,175506,"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",62.4,2012
IDN,Indonesia,175606,"Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)",11.4,2012
IDN,Indonesia,177706,Survival rate to the last grade of lower secondary general education (%),84.69918,2012
IDN,Indonesia,178306,Gross capital formation (% of GDP),35.07159361,2012
IDN,Indonesia,179406,Skilled labour force (% of labour force),34,2012
IDN,Indonesia,179706,Ratio of education and health expenditure to military expenditure,9.532183296,2012
IDN,Indonesia,181206,Proportion of births attended by skilled health personnel (%),83.1,2012
IDN,Indonesia,181706,Rural population with access to electricity (%),92.9,2012
IDN,Indonesia,181806,Current health expenditure (% of GDP),3.37514,2012
IDN,Indonesia,182206,"Tuberculosis incidence (per 100,000 people)",407,2012
IDN,Indonesia,183406,"Population in multidimensional poverty, headcount (thousands) (projection for 2016)",18922,2012
IDN,Indonesia,23806,Population with at least some secondary education (% ages 25 and older),44.48203,2011
IDN,Indonesia,23906,"Population with at least some secondary education, female (% ages 25 and older)",39.85383,2011
IDN,Indonesia,24006,"Population with at least some secondary education, male (% ages 25 and older)",49.20932,2011
IDN,Indonesia,24106,"Mean years of schooling, female (years)",7.003,2011
IDN,Indonesia,24206,"Mean years of schooling, male (years)",8.0293,2011
IDN,Indonesia,27706,"Carbon dioxide emissions, per capita (tonnes)",2.456844744,2011
IDN,Indonesia,31706,Share of seats in parliament (% held by women),18.21428571,2011
IDN,Indonesia,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",50.5769,2011
IDN,Indonesia,43006,Vulnerable employment (% of total employment),54.1,2011
IDN,Indonesia,43606,"Internet users, total (% of population)",12.28,2011
IDN,Indonesia,44206,Total population (millions),245.707511,2011
IDN,Indonesia,45106,Urban population (%),50.6,2011
IDN,Indonesia,46006,Mobile phone subscriptions (per 100 people),101.668,2011
IDN,Indonesia,46106,Primary school dropout rate (% of primary school cohort),11.02493,2011
IDN,Indonesia,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",18.9804,2011
IDN,Indonesia,48706,"Labour force participation rate (% ages 15 and older), female",51.4,2011
IDN,Indonesia,48806,"Labour force participation rate (% ages 15 and older), male",84,2011
IDN,Indonesia,52606,"Remittances, inflows (% of GDP)",0.775387,2011
IDN,Indonesia,53506,"Foreign direct investment, net inflows (% of GDP)",2.30298,2011
IDN,Indonesia,57206,"Mortality rate, infant (per 1,000 live births)",26.5,2011
IDN,Indonesia,57506,"Mortality rate, under-five (per 1,000 live births)",31.9,2011
IDN,Indonesia,57806,"Mortality rate, female adult (per 1,000 people)",153.622,2011
IDN,Indonesia,57906,"Mortality rate, male adult (per 1,000 people)",211.539,2011
IDN,Indonesia,58006,"HIV prevalence, adult (% ages 15-49)",0.4,2011
IDN,Indonesia,61006,"Homicide rate (per 100,000 people)",0.5971,2011
IDN,Indonesia,63106,Population ages 15–64 (millions),163.154,2011
IDN,Indonesia,63206,"Gross enrolment ratio, primary (% of primary school-age population)",109.99629,2011
IDN,Indonesia,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",77.6238,2011
IDN,Indonesia,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",24.77697,2011
IDN,Indonesia,64306,"Infants lacking immunization, measles (% of one-year-olds)",20,2011
IDN,Indonesia,64406,"Infants lacking immunization, DPT (% of one-year-olds)",2,2011
IDN,Indonesia,65606,Gross fixed capital formation (% of GDP),31.30745404,2011
IDN,Indonesia,68606,Gender Inequality Index (GII),0.480056253,2011
IDN,Indonesia,69206,Life expectancy at birth (years),68.331,2011
IDN,Indonesia,69706,Expected years of schooling (years),12.46027,2011
IDN,Indonesia,71406,Inequality-adjusted education index,0.476102483,2011
IDN,Indonesia,71506,Inequality-adjusted life expectancy index,0.6186368,2011
IDN,Indonesia,71606,Inequality-adjusted income index,0.553659112,2011
IDN,Indonesia,73506,Overall loss in HDI due to inequality (%),18.31441761,2011
IDN,Indonesia,89006,"Maternal mortality ratio (deaths per 100,000 live births)",156,2011
IDN,Indonesia,99106,Net official development assistance received (% of GNI),0.046305,2011
IDN,Indonesia,100806,Forest area (% of total land area),51.74936657,2011
IDN,Indonesia,101406,"Literacy rate, adult (% ages 15 and older)",92.81191,2011
IDN,Indonesia,101606,Inequality in education (%),20.4,2011
IDN,Indonesia,101706,Inequality in income (%),17.7,2011
IDN,Indonesia,101806,Inequality in life expectancy (%),16.8,2011
IDN,Indonesia,103006,Mean years of schooling (years),7.560002569,2011
IDN,Indonesia,103206,Life expectancy index,0.743553846,2011
IDN,Indonesia,103606,Income index,0.672732821,2011
IDN,Indonesia,103706,Education index,0.598118697,2011
IDN,Indonesia,110906,"Unemployment, youth (% ages 15–24)",17.3,2011
IDN,Indonesia,111106,International inbound tourists (thousands),7650,2011
IDN,Indonesia,111306,Private capital flows (% of GDP),-1.717279,2011
IDN,Indonesia,120606,"Life expectancy at birth, female (years)",70.462,2011
IDN,Indonesia,121106,"Life expectancy at birth, male (years)",66.314,2011
IDN,Indonesia,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),43.217,2011
IDN,Indonesia,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),7.381,2011
IDN,Indonesia,123306,"Expected years of schooling, female (years)",12.5458,2011
IDN,Indonesia,123406,"Expected years of schooling, male (years)",12.3827,2011
IDN,Indonesia,123506,"Estimated gross national income per capita, female (2011 PPP $)",5644.991007,2011
IDN,Indonesia,123606,"Estimated gross national income per capita, male (2011 PPP $)",11491.13778,2011
IDN,Indonesia,127606,Domestic credit provided by financial sector (% of GDP),36.55014025,2011
IDN,Indonesia,132706,Population ages 65 and older (millions),12.04288,2011
IDN,Indonesia,132806,Population under age 5 (millions),23.7361,2011
IDN,Indonesia,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",42.21908,2011
IDN,Indonesia,133206,Exports and imports (% of GDP),50.18,2011
IDN,Indonesia,135006,Coefficient of human inequality,18.3,2011
IDN,Indonesia,136706,GDP per capita (2011 PPP $),8837.820122,2011
IDN,Indonesia,136906,"Human Development Index (HDI), female",0.63956621,2011
IDN,Indonesia,137006,"Human Development Index (HDI), male",0.690451902,2011
IDN,Indonesia,137506,Human Development Index (HDI),0.668827528,2011
IDN,Indonesia,137906,Gender Development Index (GDI),0.926300888,2011
IDN,Indonesia,138806,Inequality-adjusted HDI (IHDI),0.546335661,2011
IDN,Indonesia,140606,"Unemployment, total (% of labour force)",5.2,2011
IDN,Indonesia,141706,Gross national income (GNI) per capita (2011 PPP $),8593.064546,2011
IDN,Indonesia,143306,"Gross domestic product (GDP), total (2011 PPP $ billions)",2171.518785,2011
IDN,Indonesia,147906,Youth not in school or employment (% ages 15-24),25.9,2011
IDN,Indonesia,148206,Labour force participation rate (% ages 15 and older),67.7,2011
IDN,Indonesia,148306,Employment to population ratio (% ages 15 and older),64.3,2011
IDN,Indonesia,149206,Government expenditure on education (% of GDP),3.189440012,2011
IDN,Indonesia,150606,Employment in agriculture (% of total employment),37.2,2011
IDN,Indonesia,150706,Employment in services (% of total employment),42.8,2011
IDN,Indonesia,153706,Working poor at PPP$3.10 a day (% of total employment),41.9,2011
IDN,Indonesia,163906,Renewable energy consumption (% of total final energy consumption),38.22547215,2011
IDN,Indonesia,164406,Adjusted net savings (% of GNI),10.72335206,2011
IDN,Indonesia,169706,Total unemployment rate (female to male ratio),1.142857143,2011
IDN,Indonesia,169806,Youth unemployment rate (female to male ratio),1.035928144,2011
IDN,Indonesia,170006,Concentration index (exports) (value),0.172307096,2011
IDN,Indonesia,174206,"Total debt service (% of exports of goods, services and primary income)",14.41396432,2011
IDN,Indonesia,174306,Fossil fuel energy consumption (% of total energy consumption),65.3021442,2011
IDN,Indonesia,174406,Carbon dioxide emissions (kg per 2011 PPP $ of GDP),0.277992164,2011
IDN,Indonesia,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",37.99,2011
IDN,Indonesia,175506,"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",61.3,2011
IDN,Indonesia,175706,Women with account at financial institution or with mobile money-service provider (% of female population ages 15 and older),19.20753479,2011
IDN,Indonesia,177706,Survival rate to the last grade of lower secondary general education (%),94.58359,2011
IDN,Indonesia,178306,Gross capital formation (% of GDP),32.98433326,2011
IDN,Indonesia,179406,Skilled labour force (% of labour force),32.8,2011
IDN,Indonesia,179706,Ratio of education and health expenditure to military expenditure,9.99091889,2011
IDN,Indonesia,181206,Proportion of births attended by skilled health personnel (%),81.3,2011
IDN,Indonesia,181706,Rural population with access to electricity (%),90.4,2011
IDN,Indonesia,181806,Current health expenditure (% of GDP),3.34239,2011
IDN,Indonesia,182206,"Tuberculosis incidence (per 100,000 people)",410,2011
IDN,Indonesia,23806,Population with at least some secondary education (% ages 25 and older),43.38628,2010
IDN,Indonesia,23906,"Population with at least some secondary education, female (% ages 25 and older)",38.63811,2010
IDN,Indonesia,24006,"Population with at least some secondary education, male (% ages 25 and older)",48.369905,2010
IDN,Indonesia,24106,"Mean years of schooling, female (years)",6.8792,2010
IDN,Indonesia,24206,"Mean years of schooling, male (years)",7.9638,2010
IDN,Indonesia,27706,"Carbon dioxide emissions, per capita (tonnes)",1.767907879,2010
IDN,Indonesia,31706,Share of seats in parliament (% held by women),18.03571429,2010
IDN,Indonesia,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",50.99,2010
IDN,Indonesia,43006,Vulnerable employment (% of total employment),57.3,2010
IDN,Indonesia,43606,"Internet users, total (% of population)",10.92,2010
IDN,Indonesia,44206,Total population (millions),242.524123,2010
IDN,Indonesia,45106,Urban population (%),49.9,2010
IDN,Indonesia,46006,Mobile phone subscriptions (per 100 people),87.1213,2010
IDN,Indonesia,46106,Primary school dropout rate (% of primary school cohort),12.00075,2010
IDN,Indonesia,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",19.0117,2010
IDN,Indonesia,47906,Median age (years),26.7,2010
IDN,Indonesia,48706,"Labour force participation rate (% ages 15 and older), female",51.9,2010
IDN,Indonesia,48806,"Labour force participation rate (% ages 15 and older), male",83.9,2010
IDN,Indonesia,49006,Sex ratio at birth (male to female births),1.05,2010
IDN,Indonesia,52606,"Remittances, inflows (% of GDP)",0.915919,2010
IDN,Indonesia,53506,"Foreign direct investment, net inflows (% of GDP)",2.02518,2010
IDN,Indonesia,57206,"Mortality rate, infant (per 1,000 live births)",27.5,2010
IDN,Indonesia,57506,"Mortality rate, under-five (per 1,000 live births)",33.3,2010
IDN,Indonesia,57806,"Mortality rate, female adult (per 1,000 people)",154.894,2010
IDN,Indonesia,57906,"Mortality rate, male adult (per 1,000 people)",213.184,2010
IDN,Indonesia,58006,"HIV prevalence, adult (% ages 15-49)",0.4,2010
IDN,Indonesia,61006,"Homicide rate (per 100,000 people)",0.4362,2010
IDN,Indonesia,63106,Population ages 15–64 (millions),160.509,2010
IDN,Indonesia,63206,"Gross enrolment ratio, primary (% of primary school-age population)",110.04597,2010
IDN,Indonesia,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",74.54996,2010
IDN,Indonesia,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",23.03974,2010
